Case ID,Case Type,Court,Judge Name,Date,Plaintiff,Defendant,Case Summary,Key Arguments,Verdict,Appeal Status,Legal References,Outcome Summary
3017,Family Law,NCLT,Justice Reddy,2022-02-03,Party_175,Party_907,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
3018,Corporate Law,District Court,Justice Kumar,2019-03-18,Party_396,Party_996,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,No Appeal,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
3019,Criminal Case,High Court,Justice Reddy,2021-07-01,Party_225,Party_512,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,No Appeal,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
3020,Civil Dispute,NCLT,Justice Mehta,2018-07-18,Party_23,Party_842,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
3021,Civil Dispute,Family Court,Justice Nair,2021-11-29,Party_405,Party_598,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Pending,Companies Act 2013,Guilty with reference to Companies Act 2013.
3022,Civil Dispute,NCLT,Justice Reddy,2021-05-22,Party_327,Party_728,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Dismissed,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
3023,Family Law,NCLT,Justice Sharma,2023-04-04,Party_303,Party_893,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
3024,Civil Dispute,District Court,Justice Reddy,2024-12-02,Party_366,Party_924,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Pending,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
3025,Corporate Law,High Court,Justice Mehta,2016-02-27,Party_162,Party_637,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,No Appeal,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
3026,Criminal Case,District Court,Justice Nair,2017-12-04,Party_196,Party_766,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,Appeal Dismissed,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
3027,Civil Dispute,Supreme Court,Justice Nair,2015-06-09,Party_233,Party_959,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Pending,"Constitution of India, Article 21","In favor of Defendant with reference to Constitution of India, Article 21."
3028,Corporate Law,High Court,Justice Sharma,2017-04-30,Party_194,Party_727,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
3029,Family Law,District Court,Justice Reddy,2024-10-19,Party_17,Party_932,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,Appeal Dismissed,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
3030,Civil Dispute,Supreme Court,Justice Kumar,2015-02-19,Party_65,Party_526,Legal dispute over civil dispute issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Pending,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
3031,Corporate Law,High Court,Justice Mehta,2019-10-26,Party_92,Party_842,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
3032,Family Law,Supreme Court,Justice Reddy,2023-10-22,Party_178,Party_597,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,No Appeal,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
3033,Civil Dispute,Family Court,Justice Kumar,2016-03-05,Party_132,Party_646,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,Appeal Dismissed,"Constitution of India, Article 21","In favor of Defendant with reference to Constitution of India, Article 21."
3034,Family Law,Family Court,Justice Reddy,2024-08-23,Party_43,Party_622,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
3035,Family Law,District Court,Justice Reddy,2021-03-28,Party_497,Party_853,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,No Appeal,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
3036,Criminal Case,NCLT,Justice Kumar,2015-12-16,Party_173,Party_628,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,No Appeal,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
3037,Corporate Law,Supreme Court,Justice Reddy,2021-04-07,Party_320,Party_625,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,No Appeal,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
3038,Constitutional,Family Court,Justice Mehta,2019-01-03,Party_46,Party_782,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Dismissed,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
3039,Constitutional,NCLT,Justice Sharma,2018-10-09,Party_22,Party_890,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,Appeal Pending,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
3040,Family Law,High Court,Justice Nair,2018-09-26,Party_231,Party_541,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,Appeal Pending,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
3041,Constitutional,NCLT,Justice Kumar,2015-05-05,Party_463,Party_658,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,No Appeal,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
3042,Criminal Case,District Court,Justice Nair,2023-03-10,Party_193,Party_691,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,Appeal Dismissed,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
3043,Family Law,Supreme Court,Justice Nair,2019-10-04,Party_105,Party_516,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,Appeal Pending,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
3044,Constitutional,NCLT,Justice Kumar,2016-04-21,Party_420,Party_989,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
3045,Civil Dispute,District Court,Justice Kumar,2017-11-15,Party_147,Party_769,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,Appeal Dismissed,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
3046,Constitutional,Supreme Court,Justice Mehta,2022-02-04,Party_191,Party_874,Legal dispute over constitutional issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
3047,Corporate Law,High Court,Justice Nair,2023-10-01,Party_42,Party_786,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,Appeal Pending,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
3048,Civil Dispute,District Court,Justice Kumar,2023-09-26,Party_188,Party_881,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Dismissed,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
3049,Family Law,District Court,Justice Reddy,2018-01-02,Party_142,Party_946,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Joint Custody with reference to Article 300A, Transfer of Property Act 1882."
3050,Family Law,NCLT,Justice Sharma,2023-03-26,Party_389,Party_788,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
3051,Criminal Case,High Court,Justice Reddy,2024-08-20,Party_433,Party_544,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Pending,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
3052,Constitutional,High Court,Justice Reddy,2018-01-15,Party_313,Party_545,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,No Appeal,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
3053,Criminal Case,Family Court,Justice Kumar,2022-03-26,Party_214,Party_767,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
3054,Constitutional,District Court,Justice Nair,2018-12-08,Party_267,Party_751,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Pending,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
3055,Constitutional,Family Court,Justice Nair,2019-03-14,Party_106,Party_996,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
3056,Family Law,Family Court,Justice Mehta,2016-04-11,Party_341,Party_558,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Dismissed,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
3057,Criminal Case,Family Court,Justice Mehta,2018-06-18,Party_428,Party_740,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Dismissed,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
3058,Criminal Case,Supreme Court,Justice Nair,2020-01-31,Party_479,Party_872,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
3059,Criminal Case,NCLT,Justice Reddy,2017-08-14,Party_471,Party_747,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,No Appeal,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
3060,Constitutional,NCLT,Justice Nair,2017-06-03,Party_372,Party_725,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Not Guilty,Appeal Dismissed,"Constitution of India, Article 21","Not Guilty with reference to Constitution of India, Article 21."
3061,Civil Dispute,High Court,Justice Sharma,2024-03-29,Party_487,Party_626,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
3062,Family Law,Supreme Court,Justice Nair,2016-03-16,Party_303,Party_807,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,Appeal Dismissed,"Constitution of India, Article 21","Not Guilty with reference to Constitution of India, Article 21."
3063,Family Law,Family Court,Justice Sharma,2020-02-04,Party_121,Party_925,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,No Appeal,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
